id	tmc_term	tmc_type	tmc_id	priority	n2000_code	insider_category	insider_subcategory	rcs_common_name	rcs_scheme_name	rcs_id	created_at	updated_at	rcs_taxonomy_path
343	Defense Equipment	Industry	200302	0	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:45:00	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
344	Defense Satellites	Industry	200303	0	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:45:00	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
345	Defense Search & Track Systems	Industry	200304	0	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:45:00	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
346	Dentistry	Industry	200305	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:00	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
347	Deodorants	Industry	200306	0	PPRO	NULL	NULL	Personal Products	Business Sectors (RBSS)	B:119	NULL	2010-04-24 15:45:00	B:119\\Personal Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
348	Depilatories	Industry	200307	0	PPRO	NULL	NULL	Personal Products	Business Sectors (RBSS)	B:119	NULL	2010-04-24 15:45:00	B:119\\Personal Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
349	Dermatology	Industry	200308	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:00	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
350	Desktop & Workgroup Printers	Industry	200309	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:45:00	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
351	Software - Desktop Client	Industry	200310	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:00	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
352	Colombia	Geography	100067	1	CO	NULL	NULL	Colombia	Geopolitical Unit	G:2S	NULL	2010-04-24 15:45:00	M:DH\\Continent / Region\\G:4\\Americas\\G:G\\South / Central America\\G:P\\South America\\G:2S\\Colombia|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:2S\\Colombia|M:A9\\Country\\G:2S\\Colombia
353	Software - Desktop Financial Software	Industry	200311	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:00	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
354	Desktop PCs	Industry	200312	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:45:00	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
355	Desktop Publishing	Industry	200313	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:45:00	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
356	Desserts	Industry	200314	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:00	B:107\\Food &amp; Beverages (TRBC)
357	Diagnostic Imaging	Industry	200315	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:00	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
358	Diagnostic Imaging Services	Industry	200316	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:00	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
359	Dialysis	Industry	200317	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:00	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
360	Diesel Industry	Industry	200318	0	INDG	NULL	NULL	Industrial Goods	Business Sectors (RBSS)	B:35	NULL	2010-04-24 15:45:00	B:35\\Industrial Goods (TRBC)
361	Digital Broadcasting	Industry	200319	0	BCST	NULL	NULL	Broadcasting	Business Sectors (RBSS)	B:94	NULL	2010-04-24 15:45:00	B:94\\Broadcasting (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
362	Digital Photography	Industry	200320	0	RELX	NULL	NULL	Leisure / Recreation	Business Sectors (RBSS)	B:91	NULL	2010-04-24 15:45:00	B:91\\Leisure &amp; Recreation (TRBC)\\B:87\\Hotels &amp; Entertainment Services (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
363	Digital Radio	Industry	200321	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:45:00	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
364	Digital Satellite Television	Industry	200322	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:45:00	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
365	Digital Signal Processing Applications	Industry	200323	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:00	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
366	Digital Signal Processors	Industry	200324	0	CHIP	NULL	NULL	Semiconductors	Business Sectors (RBSS)	B:164	NULL	2010-04-24 15:45:00	B:164\\Semiconductors (TRBC)\\B:163\\Semiconductors &amp; Semiconductor Equipment (TRBC)\\B:161\\Technology (TRBC)
367	Digital Subscriber Line Connectivity	Industry	200325	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:00	B:161\\Technology (TRBC)
368	Digital Wireless	Industry	200326	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:00	B:161\\Technology (TRBC)
369	Direct Broadcast Satellites	Industry	200327	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:45:00	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
370	Insurance - Disability	Industry	200328	0	LINS	NULL	NULL	Insurance - Life / Health	Business Sectors (RBSS)	B:139	NULL	2010-04-24 15:45:00	B:139\\Life &amp; Health Insurance (TRBC)\\B:136\\Insurance (TRBC)\\B:125\\Financials (TRBC)
371	Discrete Component Semiconductors	Industry	200329	0	CHIP	NULL	NULL	Semiconductors	Business Sectors (RBSS)	B:164	NULL	2010-04-24 15:45:00	B:164\\Semiconductors (TRBC)\\B:163\\Semiconductors &amp; Semiconductor Equipment (TRBC)\\B:161\\Technology (TRBC)
372	Dishwashers	Industry	200330	0	TOOL	NULL	NULL	Appliances / Tools / Housewares	Business Sectors (RBSS)	B:79	NULL	2010-04-24 15:45:00	B:79\\Appliances, Tools &amp; Housewares (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
373	Disposable Paper Products	Industry	200331	0	HPRO	NULL	NULL	Household Products	Business Sectors (RBSS)	B:118	NULL	2010-04-24 15:45:00	B:118\\Household Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
374	Distilling	Industry	200332	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:00	B:107\\Food &amp; Beverages (TRBC)
375	Distributed Computing	Industry	200333	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:00	B:161\\Technology (TRBC)
376	Software - Document Imaging	Industry	200335	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:00	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
377	Document Management	Industry	200336	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:00	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
378	Downstream Gas	Industry	200337	0	ENER	NULL	NULL	Energy	Business Sectors (RBSS)	B:2	NULL	2010-04-24 15:45:00	B:2\\Energy (TRBC)
379	Oil & Gas Refining, Marketing & Distribution	Industry	200338	0	REFI	NULL	NULL	Oil / Gas Refining / Marketing	Business Sectors (RBSS)	B:8	NULL	2010-04-24 15:45:00	B:8\\Oil &amp; Gas Refining and Marketing (TRBC)\\B:5\\Oil &amp; Gas (TRBC)\\B:2\\Energy (TRBC)
380	Drink Mixes	Industry	200339	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:00	B:107\\Food &amp; Beverages (TRBC)
381	Drug Delivery Systems	Industry	200340	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:45:00	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
382	Drug Manufacturing Technology & Services	Industry	200341	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:45:00	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
383	Drugs	Industry	200342	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:45:00	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
384	Drugstores	Industry	200343	1	RFOD	NULL	NULL	Food Distribution / Convenience Stores	Business Sectors (RBSS)	B:124	NULL	2010-04-24 15:45:00	B:124\\Food Distribution &amp; Convenience Stores (TRBC)\\B:122\\Food &amp; Drug Retailing (TRBC)
385	Dvds	Industry	200345	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:45:01	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
386	Dyes & Pigments	Industry	200346	0	BMAT	NULL	NULL	Basic Materials	Business Sectors (RBSS)	B:12	NULL	2010-04-24 15:45:01	B:12\\Basic Materials (TRBC)
387	Ear, Nose & Throat	Industry	200347	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:01	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
388	Internet - E-Commerce	Industry	200348	1	INCA	NULL	NULL	Retail - Internet / Catalog Order	Business Sectors (RBSS)		NULL	2010-04-24 15:45:01	NULL
389	E-Commerce Industries	Industry	200349	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:45:01	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
390	E-Commerce Market	Industry	200350	0	INCA	NULL	NULL	Retail - Internet / Catalog Order	Business Sectors (RBSS)		NULL	2010-04-24 15:45:01	NULL
391	E-Commerce Services	Industry	200351	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:45:01	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
392	E-Commerce Technology	Industry	200352	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:45:01	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
393	Editing & Sampling Equipment	Industry	200353	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:45:01	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
394	Software - Educational	Industry	200354	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:01	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
395	Congo, People'S Republic of	Geography	100071	1	CG	NULL	NULL	Congo-Brazzaville / Republic of Congo	Geopolitical Units	G:5K	NULL	2010-04-24 15:45:01	M:DH\\Continent / Region\\G:V\\Africa\\G:L\\Central Africa\\G:5K\\Congo-Brazzaville / Republic of Congo|M:A9\\Country\\G:5K\\Congo-Brazzaville / Republic of Congo
396	Eggs	Industry	200355	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:45:01	B:107\\Food &amp; Beverages (TRBC)
397	Electric Utilities	Industry	200356	1	ELEU	NULL	NULL	Utilities - Electric	Business Sectors (RBSS)	B:183	NULL	2010-04-24 15:45:01	B:183\\Electric Utilities (TRBC)\\B:181\\Utilities (TRBC)
398	Electric Utilities Brokering	Industry	200357	0	ELEU	NULL	NULL	Utilities - Electric	Business Sectors (RBSS)	B:183	NULL	2010-04-24 15:45:01	B:183\\Electric Utilities (TRBC)\\B:181\\Utilities (TRBC)
399	Electric Utilities Distribution	Industry	200358	0	ELEU	NULL	NULL	Utilities - Electric	Business Sectors (RBSS)	B:183	NULL	2010-04-24 15:45:01	B:183\\Electric Utilities (TRBC)\\B:181\\Utilities (TRBC)
400	Electric Utilities Generation	Industry	200359	0	ELEU	NULL	NULL	Utilities - Electric	Business Sectors (RBSS)	B:183	NULL	2010-04-24 15:45:01	B:183\\Electric Utilities (TRBC)\\B:181\\Utilities (TRBC)
401	Electric Utilities Technology	Industry	200360	0	ELEU	NULL	NULL	Utilities - Electric	Business Sectors (RBSS)	B:183	NULL	2010-04-24 15:45:01	B:183\\Electric Utilities (TRBC)\\B:181\\Utilities (TRBC)
402	Electric Utilities Transmission	Industry	200361	0	ELEU	NULL	NULL	Utilities - Electric	Business Sectors (RBSS)	B:183	NULL	2010-04-24 15:45:01	B:183\\Electric Utilities (TRBC)\\B:181\\Utilities (TRBC)
403	Electric Vehicles	Industry	200362	1	AUTO	NULL	NULL	Automobiles / Auto Parts	Business Sectors (RBSS)	B:71	NULL	2010-04-24 15:45:01	B:71\\Automobiles &amp; Auto Parts (TRBC)
404	Electric Wiring	Industry	200363	0	INDG	NULL	NULL	Industrial Goods	Business Sectors (RBSS)	B:35	NULL	2010-04-24 15:45:01	B:35\\Industrial Goods (TRBC)
405	Electrical Retail	Industry	200364	0	RETS	NULL	NULL	Retail - Specialty	Business Sectors (RBSS)	B:206	NULL	2010-04-24 15:45:01	B:206\\Other Specialty Retailers (TRBC)\\B:98\\Retailers (TRBC)
406	Electro-Magnetic Risk	Industry	200365	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:01	B:161\\Technology (TRBC)
407	Electromagnetic Systems	Industry	200366	1	INDG	NULL	NULL	Industrial Goods	Business Sectors (RBSS)	B:35	NULL	2010-04-24 15:45:01	B:35\\Industrial Goods (TRBC)
408	Electronic Banking	Industry	200367	0	BSVC	NULL	NULL	Banking Services	Business Sectors (RBSS)	B:127	NULL	2010-04-24 15:45:01	B:127\\Banking Services (TRBC)\\B:125\\Financials (TRBC)
409	Electronic Data Interchange & Funds Transfer	Industry	200368	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:45:01	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
410	Electronic Design Automation	Industry	200369	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:01	B:161\\Technology (TRBC)
411	Electronic Interactive Entertainment	Industry	200370	0	RELX	NULL	NULL	Leisure / Recreation	Business Sectors (RBSS)	B:91	NULL	2010-04-24 15:45:01	B:91\\Leisure &amp; Recreation (TRBC)\\B:87\\Hotels &amp; Entertainment Services (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
412	E-Mail	Industry	200371	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:45:01	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
413	Electronic Manufacturing Outsourcing	Industry	200372	0	ISER	NULL	NULL	Industrial Services	Business Sectors (RBSS)	B:43	NULL	2010-04-24 15:45:01	B:43\\Industrial Services (TRBC)
414	Electronic Payment Technology	Industry	200373	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:01	B:161\\Technology (TRBC)
415	Electronic Ticketing	Industry	200374	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:01	B:161\\Technology (TRBC)
416	Electronic Transaction Technology	Industry	200375	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:02	B:161\\Technology (TRBC)
417	Electronics And Electrical Equipment	Industry	200376	0	INDM	NULL	NULL	Industrial Machinery / Equipment	Business Sectors (RBSS)	B:39	NULL	2010-04-24 15:45:02	B:39\\Industrial Machinery &amp; Equipment (TRBC)\\B:38\\Machinery, Equipment &amp; Components (TRBC)\\B:35\\Industrial Goods (TRBC)
418	Embedded Systems	Industry	200377	0	SWIT	NULL	NULL	Software / IT Services	Business Sectors (RBSS)	B:172	NULL	2010-04-24 15:45:02	B:172\\Software &amp; IT Services (TRBC)\\B:161\\Technology (TRBC)
419	Emerging Internet Business Applications	Industry	200378	0	SWIT	NULL	NULL	Software / IT Services	Business Sectors (RBSS)	B:172	NULL	2010-04-24 15:45:02	B:172\\Software &amp; IT Services (TRBC)\\B:161\\Technology (TRBC)
420	Encryption Technology	Industry	200379	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:02	B:161\\Technology (TRBC)
421	Endocrinology & Metabolism	Industry	200380	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:45:02	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
422	Energy Plant Construction	Industry	200381	1	COEN	NULL	NULL	Construction / Engineering / Materials	Business Sectors (RBSS)	B:46	NULL	2010-04-24 15:45:02	B:46\\Construction &amp; Engineering (TRBC)\\B:43\\Industrial Services (TRBC)
423	Engineering	Industry	200382	1	ENGN	NULL	NULL	Engineering / Construction	Business Sectors (RBSS)		NULL	2010-04-24 15:45:02	NULL
424	Engineering & Architectural Services	Industry	200383	0	COEN	NULL	NULL	Construction / Engineering / Materials	Business Sectors (RBSS)	B:46	NULL	2010-04-24 15:45:02	B:46\\Construction &amp; Engineering (TRBC)\\B:43\\Industrial Services (TRBC)
425	Engines & Turbines	Industry	200384	0	INDG	NULL	NULL	Industrial Goods	Business Sectors (RBSS)	B:35	NULL	2010-04-24 15:45:02	B:35\\Industrial Goods (TRBC)
426	Enhanced Services	Industry	200385	0	TCOM	NULL	NULL	Telecommunications Services	Business Sectors (RBSS)	B:177	NULL	2010-04-24 15:45:02	B:177\\Telecommunications Services (TRBC)
427	Software - Enterprise Business Operations	Industry	200386	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:02	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
428	Enterprise Performance Management	Industry	200387	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:45:02	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
429	Enterprise Resource Planning	Industry	200388	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:45:02	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
430	Enterprise Servers	Industry	200389	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:45:02	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
431	Software - Enterprise Resource Planning (Erp)	Industry	200390	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:45:02	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
432	Entertainment	Industry	200391	1	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:45:02	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
433	Entertainment Technology	Industry	200392	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:45:02	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
434	Environment Regulatory	EventType	200393	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:02	E:D\\Regulation
435	Environmental Services	Industry	200394	1	ENVS	NULL	NULL	Environmental Services	Business Sectors (RBSS)	B:50	NULL	2010-04-24 15:45:02	B:50\\Environmental Services (TRBC)\\B:43\\Industrial Services (TRBC)
436	Environmental Solutions	Industry	200395	0	ENVS	NULL	NULL	Environmental Services	Business Sectors (RBSS)	B:50	NULL	2010-04-24 15:45:02	B:50\\Environmental Services (TRBC)\\B:43\\Industrial Services (TRBC)
437	Environmental Testing Services	Industry	200396	0	ENVS	NULL	NULL	Environmental Services	Business Sectors (RBSS)	B:50	NULL	2010-04-24 15:45:02	B:50\\Environmental Services (TRBC)\\B:43\\Industrial Services (TRBC)
438	Environmentally Friendly Computer Technology	Industry	200397	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:02	B:161\\Technology (TRBC)
439	Drugs - Enzyme Based	Industry	200398	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:45:02	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
440	Epilepsy & Seizures	Subject	200399	0	HEA	NULL	NULL	Health / Medicine	Miscellaneous	M:P	NULL	2010-04-24 15:45:02	M:P\\Health / Medicine
441	Ethernet & Token Ring Connectivity	Industry	200401	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:02	B:161\\Technology (TRBC)
442	Event Planning & Production	Industry	200402	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:45:02	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
443	Executive Information Systems	Industry	200403	0	SWIT	NULL	NULL	Software / IT Services	Business Sectors (RBSS)	B:172	NULL	2010-04-24 15:45:02	B:172\\Software &amp; IT Services (TRBC)\\B:161\\Technology (TRBC)
444	Drugs - Experimental	Industry	200404	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:45:02	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
445	Extreme Sports	Industry	200405	0	RELX	NULL	NULL	Leisure / Recreation	Business Sectors (RBSS)	B:91	NULL	2010-04-24 15:45:02	B:91\\Leisure &amp; Recreation (TRBC)\\B:87\\Hotels &amp; Entertainment Services (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
446	Facial Tissues	Industry	200406	0	PPRO	NULL	NULL	Personal Products	Business Sectors (RBSS)	B:119	NULL	2010-04-24 15:45:02	B:119\\Personal Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
447	Clothing And Accessories	Industry	200407	0	WEAR	NULL	NULL	Apparel / Accessories	Business Sectors (RBSS)	B:84	NULL	2010-04-24 15:45:02	B:84\\Apparel &amp; Accessories (TRBC)\\B:82\\Textiles &amp; Apparel (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
448	Fast Food	Industry	200408	0	FDRT	NULL	NULL	Food / Drug Retailing	Business Sectors (RBSS)	B:122	NULL	2010-04-24 15:45:02	B:122\\Food &amp; Drug Retailing (TRBC)
449	Fault Tolerance & Clustering	Industry	200409	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:45:02	B:161\\Technology (TRBC)
